Name,Price,Author,Date,Publisher,Comment,sales
无人驾驶原理与实践 ,54.5,申泽邦,1/15/2019,机械工业出版社,658,155745
人工智能产品经理——AI时代PM修炼手册 ,54.3,张竞宇,6/1/2018,电子工业出版社,2502,132615
柔性机器人：多尺度操作应用 ,62.4,马修.格罗萨德,6/28/2016,机械工业出版社,108,279497
玩转乐高 ,45.3,加里·加伯,12/15/2016,机械工业出版社,475,296277
工业机器人从入门到应用 ,47.3,龚仲华,3/16/2016,机械工业出版社,392,174457
乐高创意机器人教程（初级 ,28.9,隋金雪,1/1/2016,清华大学出版社,104,108861
用Scratch与mBlock玩转mBot智能机器人 ,54.5,王丽君,3/1/2017,人民邮电出版社,762,236644
情感计算与情感机器人系统,69.5,吴敏,4/1/2020,科学出版社,104,248266
聊天机器人：对话式体验产品设计,78.2,Amir,3/1/2019,电子工业出版社,270,207481
空间机构学与机器人设计方法,46.6,张龙,2/1/2019,东南大学出版社,58,118634
机器智能：人脸工程,70.3,王志良,9/20/2017,机械工业出版社,108,51257
科学+预见人工智能 ,30.6,长城会,5/1/2017,人民邮电出版社,280,11268
工程控制论（下册）(第三版),148.5,钱学森,12/1/2019,科学出版社有限责任公司,445,4951
人工智能和大数据——新智能的诞生 ,46.6,费尔南多·伊弗雷特,1/1/2020,清华大学出版社,83,25024
生成式深度学习 ,78.2,David,5/1/2020,东南大学出版社,5,229455
四足运动——四足机器人控制技术,53.7,,,水利水电出版社,57,190945
AI：人工智能的本质与未来 ,42.5,玛格丽特·博登,6/1/2017,中国人民大学出版社,2180,215537
人工智能入门(初级版) ,39,范瑞峰,5/6/2019,机械工业出版社,119,51403
游戏改变未来教育 ,47.6,腾云智库,7/1/2019,华中科技大学出版社,100,83713
智能机器人控制系统设计教程——多旋翼无人机系统,60.7,李擎,6/1/2020,科学出版社,0,21098
终极智能：感知机器与人工智能的未来 ,37.2,阿米尔·侯赛因,6/1/2018,中信出版社,245,177567
IBM商业价值报告：认知计算与人工智能 ,50.9,IBM商业价值研究院,8/1/2016,东方出版社,363,183217
工业机器人装调与维修 ,48.7,韩鸿鸾,6/1/2018,化学工业出版社,95,173420
人与机器——思想人工智能,38,顾骏,8/1/2018,上海大学出版社,44,46010
我的第一套拼搭科普书：机器人 ,34.32,大卫·霍考克,8/1/2019,四川教育出版社,13,156266
机器人自然交互理论与方法（人机共融技术系列丛书）,26.2,杜广龙,3/1/2017,华南理工大学出版社,45,231648
深度强化学习实践（影印版）,75.2,Maxim,5/1/2019,东南大学出版社,54,95454
机器人制作从入门到精通（第3版） ,46.6,臧海波,1/1/2017,人民邮电出版社,300,300035
树莓派机器人实战秘笈 ,54.5,理查德·格里梅特,10/1/2018,人民邮电出版社,193,3181
工业机器人实操与应用技巧 ,36.3,叶晖,10/1/2010,机械工业出版社,2081,19877
智能制造之卓越设备管理与运维实践 ,62.4,王军,6/15/2019,机械工业出版社,207,248494
Makeblock机器人与创客器材的应用,46.6,郑梦玉,4/16/2018,清华大学出版社,108,253094
智能机器人原理与实践 ,31.2,陈雯柏,7/28/2016,清华大学出版社,99,178215
工业机器人应用系统三维建模(郜海超 ,30,郜海超,3/1/2018,化学工业出版社,55,187341
人工智能基础,61.4,马飒飒,3/1/2020,电子工业出版社,25,132745
玩转乐高 ,45.3,约翰·贝克托,12/15/2016,机械工业出版社,393,201451
全国工业机器人技术应用技能大赛备赛指导,47.2,王亮亮,6/26/2017,机械工业出版社,114,80304
视觉SLAM十四讲：从理论到实践 ,69,高翔,4/1/2017,电子工业出版社,3860,283445
自然语言处理实践：聊天机器人技术原理与应用 ,63.5,王昊奋,2/1/2019,电子工业出版社,623,31017
工业机器人系统及应用 ,70.3,马克,8/14/2019,机械工业出版社,108,167063
神经网络算法与实现 ,46.6,Fábio,8/1/2017,人民邮电出版社,734,280847
工业机器人技术及应用（KUKA）项目化教程(马志敏) ,27.7,马志敏,7/1/2017,化学工业出版社,208,268120
多元时间序列分析及金融应用：R语言 ,62.4,蔡瑞胸,8/8/2016,机械工业出版社,620,206244
空间机器人：建模、规划与控制 ,148.4,梁斌,12/1/2017,清华大学出版社,173,234134
开源机器人操作系统-ROS,94.8,张建伟,8/1/2019,科学出版社,37,175458
仿生机器人,40.7,王成端,6/1/2019,科学出版社,16,230376
人工智能新时代：全球人工智能应用真实落地50例,62.6,ITpro,3/1/2018,电子工业出版社,1243,276467
液压驱动四足仿生机器人理论、技术与实现,116.9,李贻斌,4/1/2020,科学出版社,48,17398
智能机器的未来：人机协作对人类的工作、生活以及知识技能的影响 ,44.3,戴维·明德尔,7/15/2017,中信出版社,279,181666
机器人驱动与控制及应用实例 ,65.2,黄志坚,5/1/2016,化学工业出版社,267,175660
亲密接触人工智能——从零搭建对话机器人,63.5,周德标,11/6/2019,电子工业出版社,113,44047
机器人系统实施: ,38.7,麦克·威尔逊,10/18/2016,机械工业出版社,181,285159
机器智能：人工心理,78.2,王志良,8/1/2017,机械工业出版社,82,164770
工业机器人实操进阶手册 ,81.7,黄风,5/1/2019,化学工业出版社,36,285031
自然语言处理综论（第二版）,156.4,Daniel,3/1/2018,电子工业出版社,843,248153
机器人STEAM创客教育第二册（项目式教学）,39.5,岳鹏,7/1/2016,中国质检出版社(原中国计量出版社),63,94768
机器人爱好者 ,46.6,美国SERVO杂志社,10/1/2016,人民邮电出版社,174,126838
智能化浪潮：正在爆发的第四次工业革命 ,36.3,张江健,9/1/2017,化学工业出版社,1052,119865
智能问答与深度学习 ,54.3,王海良,11/1/2018,电子工业出版社,415,280495
VEX机器人设计,44.2,郑剑春,10/1/2015,清华大学出版社,271,54575
与机器人共舞（迄今为止超完整、极具可读性的人工智能史！） ,59.8,约翰,11/1/2015,浙江人民出版社,2131,294154
基于学习的图像增强技术,17.2,吴炜,2/1/2013,西安电子科技大学出版社,70,95075
轮式和水下机器人的建模、运动分析及路径规划,85.3,王秀青,12/1/2018,科学出版社,62,61695
青少年VEX ,55.1,姜春茂,8/1/2019,清华大学出版社,53,55404
OpenCV计算机视觉编程攻略 ,62.4,罗伯特·拉戈尼尔,5/1/2018,人民邮电出版社,814,166216
解惑人工智能 ,31,丁圣勇,10/1/2018,人民邮电出版社,98,223098
精通Azure数据分析 ,60.7,Zoiner,9/1/2018,中国电力出版社,77,196785
多目标学习算法及其应用,67.6,赵佳琦,6/1/2020,科学出版社,27,176505
认知机器人十讲：机器人如何感知世界 ,44.8,胡曼·萨曼尼,10/10/2018,机械工业出版社,55,237878
波浪驱动水面机器人,88.3,李晔,6/1/2020,龙门书局,0,248218
MATLAB智能算法30个案例分析（2版）,46.6,史峰,3/1/2019,北京航空航天大学出版社,319,148834
机器人系统设计及应用 ,32.2,郭彤颖,1/1/2016,化学工业出版社,365,253234
面向STEM的mBlock智能机器人创新课程 ,39.3,周迎春,12/1/2017,人民邮电出版社,346,51929
大型航天搅拌摩擦焊机器人动态仿真分析与优化设计,77.4,骆海涛,1/1/2020,科学出版社,17,47681
未知环境中移动机器人导航控制理论与方法（英文版）,129.7,蔡自兴,12/1/2019,科学出版社有限责任公司,38,237079
机器人+：战略行动路线图,37.3,王喜文,4/25/2016,机械工业出版社,69,257330
机器人的工作：“敌托邦”还是“乌托邦”（第2版）,45.8,Jason,6/1/2018,电子工业出版社,26,231535
区块链 ,71.8,Adam,4/1/2018,电子工业出版社,1265,217951
乐高创意机器人教程（中级 ,28.4,隋金雪,4/1/2016,清华大学出版社,172,182288
嵌入式机器人学——基于嵌入式系统的移动机器人设计与应用（第3版）,87,托马斯·布劳恩,1/1/2017,西安交通大学出版社,90,265654
挖掘机器人系统建模、辨识与运动控制,55.2,严骏,5/1/2016,国防工业出版社,33,3588
智能运维：从0搭建大规模分布式AIOps系统 ,62.2,彭冬,7/1/2018,电子工业出版社,1251,67185
预测分析与数据挖掘 ,68.3,瓦杰·考图,1/1/2018,人民邮电出版社,219,277186
智能控制理论和方法（第二版）,22.7,李人厚,2/1/2013,西安电子科技大学出版社,139,130131
工业机器人精度补偿技术与应用,68.3,田威,12/1/2019,科学出版社,13,90728
人工智能与机器人,78.2,倪建军,1/1/2020,科学出版社,28,3365
大数据元启发式算法教程 ,54.5,Clarisse,8/1/2017,人民邮电出版社,78,71146
人工智能：计算agent基础(详细介绍AI科学，包含丰富的在线学习资源),62.4,David,1/1/2015,机械工业出版社,578,177230
麦昆机器人和Micro:bit图形化编程 ,46.6,陈宝杰,8/3/2019,清华大学出版社,35,70124
机器视觉自动检测技术,37.9,余文勇,10/1/2013,化学工业出版社,756,297640
自动控制原理与设计（第六版）,61.3,富兰克林,7/1/2014,电子工业出版社,749,94373
智能机器人基础（AI梦工厂） ,47,汤嘉敏,8/1/2019,上海教育出版社,25,191143
人工智能浪潮 ,78.2,中国人工智能产业发展联盟,8/1/2018,人民邮电出版社,700,198963
抒情艺术的机器创作,116.6,周昌乐,5/1/2020,科学出版社,15,112537
像素画：机器怪物 ,13.7,宁波艺趣文化,4/1/2019,四川少儿出版社,42,197642
垃圾回收算法手册：自动内存管理的艺术,109.8,理查德·琼斯,3/9/2016,机械工业出版社,259,96186
人工智能入门(第二册),14.3,汤晓鸥,5/1/2019,商务印书馆,260,95479
AI改变设计——人工智能时代的设计师生存手册 ,54.5,薛志荣,12/29/2018,清华大学出版社,472,86566
工业机器人应用案例入门 ,36.4,余任冲,8/1/2015,电子工业出版社,317,212684
工业机器人操作、编程及调试维护培训教程 ,38.7,饶显军,10/25/2016,机械工业出版社,256,227788
下肢助力外骨骼机器人技术,46.9,韩亚丽,3/1/2020,东南大学出版社,6,259270
中厚板焊接机器人系统及传感技术应用,30,刘伟,6/1/2013,机械工业出版社,156,127376
Python ,62.4,陈晓伍,3/9/2019,清华大学出版社,300,211610
TensorFlow入门与实战 ,38.7,罗冬日,2/1/2018,人民邮电出版社,346,1920
机器人创新设计——基于慧鱼创意组合模型的机器人制作（青少年科技创新丛书）,48.9,景维华,7/1/2014,清华大学出版社,169,131414
人人都能懂的人工智能,54.3,悟空,10/1/2019,电子工业出版社,95,194208
走近2050：注意力、互联网与人工智能 ,46.6,集智俱乐部,6/1/2016,人民邮电出版社,691,43832
无线电合订本 ,78.2,无线电,3/1/2019,人民邮电出版社,189,155534
工业机器人技术基础 ,49.8,林燕文,2/1/2019,人民邮电出版社,48,255008
人工智能中的深度结构学习 ,27.6,Yoshua,8/4/2017,机械工业出版社,255,151413
机器人爱好者 ,38.7,美国SERVO杂志,12/1/2017,人民邮电出版社,103,251572
冗余空间机器人操作臂：运动学、轨迹规划及控制,93.2,徐文福,8/1/2019,科学出版社,94,45324
机器人特工训练营——学生活动手册（上）,9.4,张海兵,6/19/2017,清华大学出版社,126,137968
仿生蛇形机器人技术,44.2,苏中,12/1/2015,国防工业出版社,57,281304
科学的极致：漫谈人工智能 ,38.7,集智俱乐部,8/1/2015,人民邮电出版社,900,149777
机器人控制技术基础,37.9,徐振平,6/1/2017,国防工业出版社,52,239159
人工智能改变世界：走向社会的机器人,30,刘进长,1/1/2017,水利水电出版社,65,88306
无线电合订本 ,78.2,无线电,3/1/2019,人民邮电出版社,201,297842
Arduino&乐高创意机器人制作教程 ,55.1,高山,5/1/2017,清华大学出版社,215,228241
人工智能入门(第一册),14.3,汤晓鸥,5/1/2019,商务印书馆,285,89761
机器崛起前传——自我意识与人类智慧的开端 ,40.7,蔡恒进,4/1/2017,清华大学出版社,334,211005
中国工程机器人大赛精选案例1,54.5,中国工程机器人大赛暨国际公开赛组委会,5/1/2017,科学出版社,44,276497
竞赛机器人 ,38.7,王志良,7/18/2017,机械工业出版社,36,66185
人工智能 ,38.7,尼格尼维斯基,8/1/2012,机械工业出版社,2051,63489
新一代人工智能与语音识别 ,35.1,马延周,7/24/2019,清华大学出版社,88,97627
构建体验新框架：人性化·智能化·平台化 ,101.9,胡晓,6/19/2019,清华大学出版社,139,218559
机器人大脑,101.1,肖南峰,4/1/2019,科学出版社有限责任公司,21,15889
工业机器人编程与操作 ,54.5,龚仲华,10/31/2016,机械工业出版社,227,153116
Python与神经网络实战 ,62.4,何宇健,7/1/2018,电子工业出版社,283,228734
自适应系统与机器智能 ,46.6,何海波,7/1/2016,机械工业出版社,74,179038
乐高创意机器人教程（中级 ,24.8,隋金雪,5/5/2016,清华大学出版社,157,284069
工业机器人:产品包装典型应用精析 ,47.6,管小清,4/6/2016,机械工业出版社,165,280779
建筑机器人建造,79,,,同济大学出版社,15,13998
日本漫画手绘技法经典教程12：机械的画法 ,18.7,山上胜也,1/1/2015,中国民族文化出版社有限公司,463,48399
App ,38.6,郑剑春,8/12/2016,清华大学出版社,158,137385
动态行走双足机器人的稳定性分析与控制,53.7,刘丽梅,12/1/2018,科学出版社,19,78519
工业机器人编程指令详解 ,81.9,黄风,2/1/2017,化学工业出版社,141,78940
工业机器人操作 ,48.7,韩鸿鸾,3/1/2018,化学工业出版社,57,169853
无人机简史 ,62.8,邓涛,8/20/2018,机械工业出版社,147,266003
机器人探索,33.8,蒲国林,6/1/2019,科学出版社,21,271831
机器人构建实战 ,46.6,丘柳东,4/1/2017,人民邮电出版社,64,58920
智能机器人技术,25.2,王茂森,8/1/2015,国防工业出版社,46,44398
小创客机器人教程(第二册),28.4,袁明宏,6/15/2016,清华大学出版社,181,235743
科学鬼才 ,62.4,Myke,12/1/2017,人民邮电出版社,152,237711
拟人双臂机器人技术,77.4,丁希仑,8/1/2019,科学出版社,9,135207
焊接机器人案例教程(邵慧) ,19.3,邵慧,7/1/2015,化学工业出版社,63,206371
创造你自己的机器人 ,27.6,凯思林雷利,1/1/2015,湖北人民出版社,140,164096
智慧的疆界：从图灵机到人工智能 ,54.5,周志明,10/24/2018,机械工业出版社,237,170262
服务机器人模块化双臂的协调操作,37.9,李宪华,3/1/2016,国防工业出版社,35,174461
世界机器人未来大格局 ,29.2,王喜文,1/1/2016,电子工业出版社,121,113486
机器人技术基础及应用 ,25.7,郭彤颖,1/23/2017,清华大学出版社,119,256707
人工智能产品经理：人机对话系统设计逻辑探究 ,46.4,朱鹏臻,9/1/2018,电子工业出版社,578,187564
空间机器人运动控制方法,37.9,郭琦,12/1/2010,中国宇航出版社,67,186612
多光谱食品品质检测技术与信息处理研究 ,54.5,刘翠玲,1/3/2018,机械工业出版社,37,169731
PVCBOT超简单机器人设计与制作（第2版） ,47.6,梁玮,7/1/2016,人民邮电出版社,72,112464
机器人爱好者 ,46.6,美国SERVO杂志,11/1/2017,人民邮电出版社,135,57599
人人都应该知道的人工智能 ,44.8,杰瑞,6/11/2018,浙江人民出版社,164,154965
探索LEGO ,62.4,朴恩俊,6/19/2018,机械工业出版社,45,208393
Unity3D人工智能编程精粹 ,31.4,王洪源,11/30/2014,清华大学出版社,514,254404
硅谷简史：通往人工智能之路 ,56.6,钱纲,9/1/2018,机械工业出版社,194,141575
人工智能入门(第三册),14.3,汤晓鸥,5/1/2019,商务印书馆,245,64706
人工智能：从科幻中复活的机器人革命 ,35.7,袁飞,3/1/2018,中国铁道出版社,64,11622
智能机器人,20.5,陈黄祥,10/1/2012,化学工业出版社,98,267459
智能小车机器人制作大全 ,46.6,无线电,6/1/2017,人民邮电出版社,158,103791
水下机器人导航技术,62.1,张强,5/1/2020,科学出版社,1,104641
基于ROS的机器人理论与应用,53.7,何炳蔚,10/1/2018,科学出版社,39,15473
人工智能 ,34,丁世飞,3/1/2015,清华大学出版社,199,164956
人工智能入门(第四册),14.3,汤晓鸥,5/1/2019,商务印书馆,255,61442
机器人程序设计——仿人机器人竞技娱乐运动设计,14.4,钟秋波,8/1/2013,西安电子科技大学出版社,48,103436
人脸识别原理及算法——动态人脸识别系统研究,70.3,,9/1/2014,人民邮电出版社,553,160146
精通QTP——自动化测试技术领航(人人都可以读懂的软件测试书),54.5,余杰,1/1/2012,人民邮电出版社,2621,34071
Spark数据分析:基于Python语言(英文版） ,67.2,杰夫瑞·艾文,3/10/2019,机械工业出版社,24,11992
基于ARM9的小型机器人制作,23.7,谭立新,11/1/2011,电子工业出版社,106,172268
探秘机器人王国,45.8,蔡自兴,4/19/2018,清华大学出版社,74,291650
分散控制系统（DCS）和现场总线控制系统（FCS）及其工程设计 ,38.5,李占英,7/1/2015,电子工业出版社,657,45648
人工智能改变未来：工作方式、产业和社会的变革 ,47.9,野村直之,6/1/2018,东方出版社,239,291499
神奇的机器人,32.2,陈万米,6/1/2014,化学工业出版社,35,281768
机器人视觉系统研究,63.2,郑志强,4/1/2018,科学出版社有限责任公司,117,136091
仿人机器人原理与实战,54.5,布莱恩.伯杰伦,6/1/2015,机械工业出版社,72,278642
机器人编程与操作,39.3,韦伟松,5/1/2018,电子工业出版社,13,136277
机器人技术入门,38.7,魏巍,10/1/2014,化学工业出版社,77,129169
机器人技术创意设计,37.3,赵小川,1/1/2013,北京航空航天大学出版社,70,230578
双足机器人行走控制与优化 ,46.6,陈启军,7/28/2016,清华大学出版社,94,78738
工业机器人与机械手,24.1,滕宏春,2/1/2015,电子工业出版社,348,91720
小创客机器人教程（第一册）,28.4,袁明宏,8/1/2015,清华大学出版社,307,275441
人工智能的进化：计算机思维离人类心智还有多远？,36.8,赫克托·莱韦斯克,4/1/2018,中信出版社,361,224105
打磨机器人控制技术 ,61.4,卜迟武,7/1/2020,化学工业出版社,0,289973
神之一手——解密最强围棋人工智能AlphaGo ,47.6,刘宇,9/1/2018,青岛出版社,431,262347
人工智能十万个为什么：热AI ,71.8,智能相对论,6/1/2019,电子工业出版社,130,265589
一本书读懂人工智能（图解版） ,27.5,李连德,6/1/2016,人民邮电出版社,1122,289589
机器人简史（第二版）,33.8,中国电子学会,8/1/2017,电子工业出版社,131,69608
乐高EV3机器人编程超简单 ,54.5,曾吉弘,9/1/2018,人民邮电出版社,126,185911
大话机器人 ,62.4,高德东,8/2/2019,机械工业出版社,25,36379
ZigBee无线传感器网络设计与实现,39.6,王小强,6/1/2012,化学工业出版社,1624,108107
文本分析与文本挖掘,86.9,姜维,12/1/2019,科学出版社,159,96217
多传感器信息融合估计理论及其在智能制造中的应用,61.8,金学波,3/1/2019,华中科技大学出版社,98,149442
人工智能技术与智能机器人 ,41.2,李征宇,1/1/2018,化学工业出版社,149,15615
乐高机器人套装,109.66,码高机器人,1/1/2017,,49,33418
人工智能+：AI与IA如何重塑未来 ,39.4,韩德尔·琼斯,10/1/2018,机械工业出版社,213,279586
LMS ,54.5,付永领,10/1/2011,北京航空航天大学出版社,714,75163
机器人设计与制作,24.8,丘柳东,1/1/2015,西南交通大学出版社,24,179379
滴滴技术大牛带你学数据库与XGBoost套装 ,164.2,何龙,4/1/2020,机械工业出版社,1,85707
机器视觉技术在安全辅助驾驶中的应用,24.1,郭克友,10/1/2012,国防工业出版社,111,128152
工业机器人操作教程,15.6,李福运,11/1/2016,北京航空航天大学出版社,25,297857
EV3机器人之快乐搭建,37.3,小学拓展型课程校本教材,3/15/2017,机械工业出版社,105,60997
基于人工免疫的移动机器人任务分配及路径规划技术,19.7,袁明新,8/1/2015,国防工业出版社,42,239727
机器人视觉系统研究,65.5,郑志强,7/1/2020,科学出版社,0,44909
智能机器人,54.5,郝加波,6/1/2019,科学出版社,3,218840
物联网+智能家居：移动互联技术应用 ,32.2,郑静,1/1/2017,化学工业出版社,465,147750
人工智能与我们：AI100问,30.8,侯公林,10/15/2019,中国人民大学出版社,24,157833
TinyML：TensorFlow ,82.1,皮特·瓦尔登,7/1/2020,东南大学出版社,0,230922
工业机器人技术基础,25.1,杨杰忠,8/1/2017,电子工业出版社,33,263410
双足步行机器人仿真设计,26.2,ROBO,1/1/2013,科学出版社,192,265229
人工智能原理及其应用（第4版）,35.7,王万森,8/1/2018,电子工业出版社,149,122439
水中仿生机器人导论 ,54.5,谢广明,4/19/2017,清华大学出版社,67,266809
机器人制作入门攻略,54.5,库克,4/1/2013,人民邮电出版社,938,36537
家庭服务机器人工具和环境的功用性认知研究,53.7,吴培良,4/1/2020,科学出版社,7,101990
竞赛机器人的创新与实践,30,陈万米,4/1/2012,上海大学出版社,32,282729
趣味机器人入门——基于乐高教育机器人的创新设计,39.3,仲照东,10/1/2015,电子工业出版社,120,259297
发展型机器人：由人类婴儿启发的机器人 ,62.4,安吉洛·坎杰洛西,2/6/2017,机械工业出版社,84,237439
机器智能：人工情感,62.4,王志良,8/30/2017,机械工业出版社,72,217903
国之重器出版工程 ,53.7,吴心筱,9/1/2019,北京理工大学出版社,16,37374
智能机器人,44.4,朴松昊,12/1/2012,哈尔滨工业大学出版社,42,219877
源于自然的机器人导航基于啮齿类动物模型的同步定位地图构建和路径规划,40,高晓颖,6/1/2016,国防工业出版社,48,256312
机器人应用先进技术（英文版）,118.5,杨辰光,6/1/2016,科学出版社,15,290770
人工智能：刑法的时代挑战 ,53.5,刘宪权,7/1/2018,上海人民出版社,264,91741
自动控制原理(线性部分)学习指导,12.4,李一兵,12/1/2007,,4,147551
“软件人”与机器人合一系统的研究及应用,46.6,张青川,9/1/2018,电子工业出版社,13,203070
机器人爱好者 ,54.5,美国SERVO杂志,4/1/2017,人民邮电出版社,132,85944
机器人探索,34.3,尹超,9/1/2010,北京大学出版社,50,59161
无监督学习方法及其应用,69.5,谢娟英,11/1/2016,电子工业出版社,82,168252
人工智能原理及应用,31.4,佘玉梅,12/1/2018,上海交通大学出版社,20,105176
机器人技术应用--竞赛项目训练教程,22.1,过磊,6/1/2014,国防工业出版社,20,29483
工业机器人与自控系统的集成应用 ,81.9,黄风,2/1/2017,化学工业出版社,225,20390
机器人与未来（机器人探索与实践系列）,37.1,I.R.诺巴克什,11/1/2015,西安交通大学出版社,40,201632
基础机器人制作与编程（第2版）,19.7,秦志强,3/1/2011,电子工业出版社,162,6119
基于总线的模块化机器人控制与实现,24,王文斌,8/1/2016,电子工业出版社,38,161113
机器人完全DIY,22,,,中国地质大学出版社,2,251362
工业机器人应用基础—基于ABB机器人,29.9,魏志丽,11/1/2016,北京航空航天大学出版社,128,247440
新智元：机器+人类=超智能时代 ,43.4,杨静,3/1/2016,电子工业出版社,300,214536
机器人爱好者 ,54.5,美国SERVO杂志,8/1/2017,人民邮电出版社,113,101259
人工智能超越人类：技术奇点的冲击 ,35.1,小池淳义,11/8/2018,机械工业出版社,59,289123
Scratch遇上机器人：喵星人创意图形化编程秘籍 ,51.3,王晓辉,3/1/2017,济南出版社,158,131945
机器人创新设计与制作,23.4,张文建,2/1/2016,中国电力出版社,8,219110
JavaScript机器人编程指南 ,31,Kassandra,12/1/2016,人民邮电出版社,60,95118
虚拟机器人设计与实践,15.4,魏雄鹰,4/10/2014,科学出版社,97,175382
计算机支持的学习——协同知识建构与可视化视野,32.3,任剑锋,10/1/2016,首都师范大学出版社,20,207503
"智能车设计""飞思卡尔杯""从入门到精通",40,闫琪,9/1/2014,北京航空航天大学出版社,370,206488
无人机技术概论 ,39.3,贾恒旦,6/13/2018,机械工业出版社,97,93227
大数据智能核心技术入门：从大数据到人工智能 ,33.8,杜圣东,4/1/2019,电子工业出版社,95,54288
UI交互动效必修课 ,78.2,UEgood,6/1/2018,清华大学出版社,261,118636
大数据与人工智能导论 ,62.4,姚海鹏,8/1/2017,人民邮电出版社,745,103304
脑机穿越：脑机接口改变人类未来 ,41.3,尼科莱利斯,3/1/2015,浙江人民出版社,992,132566
系统辨识,62.4,Soderstrom,4/1/2017,电子工业出版社,129,143150
虚拟现实：最后的传播,29.2,聂有兵,4/1/2017,中国发展出版社,482,188034
Raspberry ,40.7,王进德,6/20/2018,北京大学出版社,33,28052
统计模式识别（第三版）,61.3,Andrew,1/1/2015,电子工业出版社,355,291357
数据采集与总线技术,25,任家富,9/1/2008,北京航空航天大学出版社,176,262757
生物特征识别——身份认证的革命 ,30.8,邱建华,1/1/2016,清华大学出版社,350,100346
冗余并联机器人构型综合与应用,60,郭盛,7/1/2016,科学出版社,27,61764
自动控制原理480题,37.7,李友善,1/1/2015,哈尔滨工业大学出版社,217,274590
机器脑时代：数据科学究竟如何颠覆人类生活,46.6,加藤埃尔蒂斯聪志,12/13/2019,中国人民大学出版社,26,117981
蚁群算法及其应用,17.2,李士勇,9/1/2004,哈尔滨工业大学出版社,718,183260
秩序的重构——人工智能与人类社会,48,金东寒,12/1/2017,上海大学出版社,126,21192
中国人工智能2.0发展战略研究,156.1,中国人工智能2.0发展战略研究项目组,3/1/2019,浙江大学出版社,178,116484
增强现实交互方法与实现,105,何汉武,4/1/2019,华中科技大学出版社,73,65659
人工智能与信息感知,70.3,王雪,6/28/2018,清华大学出版社,115,47591
智能手机与生活,19.8,陈峥,12/1/2017,电子工业出版社,70,79545
最后一个人类 ,59.8,马克·奥康奈尔,1/1/2019,浙江人民出版社,93,180435
新一代专家系统开发技术及应用,16.5,刘培奇,1/1/2014,西安电子科技大学出版社,100,39695
深度思考——人工智能的终点与人类创造力的起点,44.9,加里·卡斯帕罗夫,10/1/2018,中国人民大学出版社,194,227732
文字识别：原理、方法和实践 ,101.1,丁晓青,4/1/2017,清华大学出版社,151,68260
Unity ,46.6,昂.斯尤.基奥,6/1/2015,机械工业出版社,331,211908
人脸识别原理与实战：以MATLAB为工具 ,62.4,王文峰,2/1/2018,电子工业出版社,726,59188
可穿戴设备：移动的智能化生活 ,44.8,徐旺,1/1/2016,清华大学出版社,160,46471
疯狂造物：3D打印创意场景设计与制作指南 ,73.4,贝勒教学工作室,5/1/2019,化学工业出版社,55,293309
龙芯自主可信计算及应用 ,54.5,乐德广,12/1/2018,人民邮电出版社,87,296088
乐高——实战EV3（青少年科技创新丛书）,53.7,郑剑春,1/1/2014,清华大学出版社,1470,27349
智能化未来:“暴力计算”开创的奇迹 ,62.4,谢耘,6/29/2018,机械工业出版社,104,235028
一本书读懂人工智能 ,49.2,日经xTECH,9/1/2018,东方出版社,105,193837
人工智能集对分析,75.9,蒋云良,8/1/2019,科学出版社,28,61997
FANUC数控系统用户宏程序与编程技巧(附光盘) ,30,斯密德,8/1/2007,化学工业出版社,864,165257
智能垃圾分类收集竞赛机器人开发实战,24.8,伍冯洁,8/1/2018,哈尔滨工程大学出版社,36,146226
工业机器人应用案例集锦 ,81.9,黄风,5/1/2017,化学工业出版社,155,153876
Raspberry ,39.3,Richard,4/1/2016,电子工业出版社,74,229640
工业机器人安装与调试教程,15.6,李福运,11/1/2016,北京航空航天大学出版社,67,218337
玩中学--乐高机器人入门 ,30.8,梁潆,12/1/2016,清华大学出版社,162,154113
代替人工作的机器,24.1,,,中国商业出版社,1,231029
素质体育陆地机器人培训教程（已入库3000册）,18.5,赵国冬,4/1/2013,哈尔滨工程大学出版社,5,215582
自主研抛机器人技术 ,47.6,王文忠,7/18/2017,机械工业出版社,16,280162
虚拟人 ,54.6,玛蒂娜,8/1/2016,浙江人民出版社,507,155092
机器智能 ,22,约翰·E·凯利,1/1/2016,中信出版社,431,98321
21世纪机器人 ,40.7,布莱恩·戴维·约翰逊,6/27/2017,机械工业出版社,62,143609
揭开机器人的面纱 ,44.8,邹慧君,4/6/2016,机械工业出版社,24,55414
视觉伺服反馈的非完整机器人饱和控制研究,17.9,陈华,11/1/2012,江苏大学出版社,68,128608
工业机器人建模,24.7,何成平,1/1/2018,电子工业出版社,15,65613
工业机器人应用基础—基于KUKA ,28.2,林燕文,11/1/2016,北京航空航天大学出版社,141,281762
工业机器人,19.3,蒋刚,1/1/2011,西南交通大学出版社,198,46239
SCRATCH与机器人,41.9,林雪森,5/31/2017,大象出版社,38,167382
双足步行机器人进化技术,30,ROBO,1/1/2013,科学出版社,165,269785
导盲机器人定位与路径规划技术,40.7,,,国防工业出版社,6,31651
车型机器人,13.1,杨欢耸,4/1/2018,电子工业出版社,9,238621
奇妙机器人之旅——机械镇危机,19.1,乐卡机器人创新培养丛书编委会,7/1/2016,清华大学出版社,11,265893
智能机器人（上） ,28.4,崔天时,6/21/2019,北京邮电大学出版社有限公司,0,299986
